Row,Season,No. in series,Company,Deal,Industry,Entrepreneur Gender,Amount,Equity,Valuation,Corcoran,Cuban,Greiner,Herjavec,John,O'Leary,Harrington,Guest,# Sharks,$ per shark,Details / Notes
,,,,,,,,,,,,,,,,,,,,
2,1,1,Ava the Elephant,Yes,Healthcare,Female,"$50,000",55%,"$90,909",1,,,,,,,,1,"$50,000",
3,1,1,Mr. Tod's Pie Factory,Yes,Food and Beverage,Male,"$460,000",50%,"$920,000",1,,,,1,,,,2,"$230,000",
4,1,1,Wispots,No,Business Services,Male,,,,,,,,,,,,0,,
5,1,1,College Foxes Packing Boxes,No,Lifestyle / Home,Male,,,,,,,,,,,,0,,
6,1,1,Ionic Ear,No,Uncertain / Other,Male,,,,,,,,,,,,0,,
7,1,2,A Perfect Pear,Yes,Food and Beverage,Female,"$500,000",50%,"$1,000,000",,,,1,,1,,,2,"$250,000",
8,1,2,Classroom Jams,Yes,Children / Education,Male,"$250,000",10%,"$2,500,000",1,1,,1,1,1,,,5,"$50,000",
9,1,2,Lifebelt,No,Consumer Products,Male,,,,,,,,,,,,0,,
10,1,2,Crooked Jaw,No,Fashion / Beauty,Male,,,,,,,,,,,,0,,
11,1,2,Sticky Note Holder,No,Lifestyle / Home,Female,,,,,,,,,,,,0,,
12,1,3,Turbobaster,Yes,Food and Beverage,Female,"$35,000",100%,"$35,000",,,,,,,1,,1,"$35,000",2% royalty
13,1,3,Stress Free Kids,Yes,Children / Education,Female,"$250,000",50%,"$500,000",1,,,,,,,,1,"$250,000",
14,1,3,Kwyzta Chopstick Art,No,Children / Education,Male,,,,,,,,,,,,0,,
